book i the republic opens with a truly greek scene a
definitions of justice to which socrates replies that he cannot tell
of justice to which socrates replies that he cannot tell how
justice to which socrates replies that he cannot tell how many
to which socrates replies that he cannot tell how many twelve
which socrates replies that he cannot tell how many twelve is
socrates replies that he cannot tell how many twelve is if
replies that he cannot tell how many twelve is if he
that he cannot tell how many twelve is if he is
he cannot tell how many twelve is if he is forbidden
cannot tell how many twelve is if he is forbidden to
tell how many twelve is if he is forbidden to say
how many twelve is if he is forbidden to say x
many twelve is if he is forbidden to say x or
twelve is if he is forbidden to say x or x
is if he is forbidden to say x or x or
if he is forbidden to say x or x or x
he is forbidden to say x or x or x or
is forbidden to say x or x or x or x
forbidden to say x or x or x or x at
to say x or x or x or x at first
say x or x or x or x at first thrasymachus
x or x or x or x at first thrasymachus is
or x or x or x at first thrasymachus is reluctant
x or x or x at first thrasymachus is reluctant to
or x or x at first thrasymachus is reluctant to argue
x or x at first thrasymachus is reluctant to argue but
or x at first thrasymachus is reluctant to argue but at
x at first thrasymachus is reluctant to argue but at length
at first thrasymachus is reluctant to argue but at length with
first thrasymachus is reluctant to argue but at length with a
thrasymachus is reluctant to argue but at length with a promise
is reluctant to argue but at length with a promise of
reluctant to argue but at length with a promise of payment
to argue but at length with a promise of payment on
argue but at length with a promise of payment on the
but at length with a promise of payment on the part
at length with a promise of payment on the part of
length with a promise of payment on the part of the
with a promise of payment on the part of the company
a promise of payment on the part of the company and
promise of payment on the part of the company and of
of payment on the part of the company and of praise
payment on the part of the company and of praise from
on the part of the company and of praise from socrates
the part of the company and of praise from socrates he
part of the company and of praise from socrates he is
of the company and of praise from socrates he is induced
the company and of praise from socrates he is induced to
company and of praise from socrates he is induced to open
and of praise from socrates he is induced to open the
of praise from socrates he is induced to open the game
praise from socrates he is induced to open the game listen
from socrates he is induced to open the game listen he
socrates he is induced to open the game listen he says
he is induced to open the game listen he says my
is induced to open the game listen he says my answer
induced to open the game listen he says my answer is
to open the game listen he says my answer is that
open the game listen he says my answer is that might
the game listen he says my answer is that might is
game listen he says my answer is that might is right
listen he says my answer is that might is right justice
he says my answer is that might is right justice the
says my answer is that might is right justice the interest
my answer is that might is right justice the interest of
answer is that might is right justice the interest of the
is that might is right justice the interest of the stronger
that might is right justice the interest of the stronger now
might is right justice the interest of the stronger now praise
is right justice the interest of the stronger now praise me
right justice the interest of the stronger now praise me let
justice the interest of the stronger now praise me let me
the interest of the stronger now praise me let me understand
interest of the stronger now praise me let me understand you
of the stronger now praise me let me understand you first
the stronger now praise me let me understand you first do
stronger now praise me let me understand you first do you
now praise me let me understand you first do you mean
praise me let me understand you first do you mean that
me let me understand you first do you mean that because
let me understand you first do you mean that because polydamas
me understand you first do you mean that because polydamas the
understand you first do you mean that because polydamas the wrestler
you first do you mean that because polydamas the wrestler who
first do you mean that because polydamas the wrestler who is
do you mean that because polydamas the wrestler who is stronger
you mean that because polydamas the wrestler who is stronger than
mean that because polydamas the wrestler who is stronger than we
that because polydamas the wrestler who is stronger than we are
because polydamas the wrestler who is stronger than we are finds
polydamas the wrestler who is stronger than we are finds the
the wrestler who is stronger than we are finds the eating
wrestler who is stronger than we are finds the eating of
who is stronger than we are finds the eating of beef
is stronger than we are finds the eating of beef for
stronger than we are finds the eating of beef for his
than we are finds the eating of beef for his interest
we are finds the eating of beef for his interest the
are finds the eating of beef for his interest the eating
finds the eating of beef for his interest the eating of
the eating of beef for his interest the eating of beef
eating of beef for his interest the eating of beef is
of beef for his interest the eating of beef is also
beef for his interest the eating of beef is also for
for his interest the eating of beef is also for our
his interest the eating of beef is also for our interest
interest the eating of beef is also for our interest who
the eating of beef is also for our interest who are
eating of beef is also for our interest who are not
of beef is also for our interest who are not so
beef is also for our interest who are not so strong
is also for our interest who are not so strong thrasymachus
also for our interest who are not so strong thrasymachus is
for our interest who are not so strong thrasymachus is indignant
our interest who are not so strong thrasymachus is indignant at
interest who are not so strong thrasymachus is indignant at the
who are not so strong thrasymachus is indignant at the illustration
are not so strong thrasymachus is indignant at the illustration and
not so strong thrasymachus is indignant at the illustration and in
so strong thrasymachus is indignant at the illustration and in pompous
strong thrasymachus is indignant at the illustration and in pompous words
thrasymachus is indignant at the illustration and in pompous words apparently
is indignant at the illustration and in pompous words apparently intended
indignant at the illustration and in pompous words apparently intended to
at the illustration and in pompous words apparently intended to restore
the illustration and in pompous words apparently intended to restore dignity
illustration and in pompous words apparently intended to restore dignity to
and in pompous words apparently intended to restore dignity to the
in pompous words apparently intended to restore dignity to the argument
pompous words apparently intended to restore dignity to the argument he
words apparently intended to restore dignity to the argument he explains
apparently intended to restore dignity to the argument he explains his
intended to restore dignity to the argument he explains his meaning
to restore dignity to the argument he explains his meaning to
restore dignity to the argument he explains his meaning to be
dignity to the argument he explains his meaning to be that
to the argument he explains his meaning to be that the
the argument he explains his meaning to be that the rulers
argument he explains his meaning to be that the rulers make
he explains his meaning to be that the rulers make laws
explains his meaning to be that the rulers make laws for
his meaning to be that the rulers make laws for their
meaning to be that the rulers make laws for their own
to be that the rulers make laws for their own interests
be that the rulers make laws for their own interests but
that the rulers make laws for their own interests but suppose
the rulers make laws for their own interests but suppose says
rulers make laws for their own interests but suppose says socrates
make laws for their own interests but suppose says socrates that
laws for their own interests but suppose says socrates that the
for their own interests but suppose says socrates that the ruler
their own interests but suppose says socrates that the ruler or
own interests but suppose says socrates that the ruler or stronger
interests but suppose says socrates that the ruler or stronger makes
but suppose says socrates that the ruler or stronger makes a
suppose says socrates that the ruler or stronger makes a mistake
says socrates that the ruler or stronger makes a mistake then
socrates that the ruler or stronger makes a mistake then the
that the ruler or stronger makes a mistake then the interest
the ruler or stronger makes a mistake then the interest of
ruler or stronger makes a mistake then the interest of the
or stronger makes a mistake then the interest of the stronger
stronger makes a mistake then the interest of the stronger is
makes a mistake then the interest of the stronger is not
a mistake then the interest of the stronger is not his
mistake then the interest of the stronger is not his interest
then the interest of the stronger is not his interest thrasymachus
the interest of the stronger is not his interest thrasymachus is
interest of the stronger is not his interest thrasymachus is saved
of the stronger is not his interest thrasymachus is saved from
the stronger is not his interest thrasymachus is saved from this
stronger is not his interest thrasymachus is saved from this speedy
is not his interest thrasymachus is saved from this speedy downfall
not his interest thrasymachus is saved from this speedy downfall by
his interest thrasymachus is saved from this speedy downfall by his
interest thrasymachus is saved from this speedy downfall by his disciple
thrasymachus is saved from this speedy downfall by his disciple cleitophon
is saved from this speedy downfall by his disciple cleitophon who
saved from this speedy downfall by his disciple cleitophon who introduces
from this speedy downfall by his disciple cleitophon who introduces the
this speedy downfall by his disciple cleitophon who introduces the word
speedy downfall by his disciple cleitophon who introduces the word thinks
downfall by his disciple cleitophon who introduces the word thinks not
by his disciple cleitophon who introduces the word thinks not the
his disciple cleitophon who introduces the word thinks not the actual
disciple cleitophon who introduces the word thinks not the actual interest
cleitophon who introduces the word thinks not the actual interest of
who introduces the word thinks not the actual interest of the
introduces the word thinks not the actual interest of the ruler
the word thinks not the actual interest of the ruler but
word thinks not the actual interest of the ruler but what
thinks not the actual interest of the ruler but what he
not the actual interest of the ruler but what he thinks
the actual interest of the ruler but what he thinks or
actual interest of the ruler but what he thinks or what
interest of the ruler but what he thinks or what seems
of the ruler but what he thinks or what seems to
the ruler but what he thinks or what seems to be
ruler but what he thinks or what seems to be his
but what he thinks or what seems to be his interest
what he thinks or what seems to be his interest is
he thinks or what seems to be his interest is justice
thinks or what seems to be his interest is justice the
or what seems to be his interest is justice the contradiction
what seems to be his interest is justice the contradiction is
seems to be his interest is justice the contradiction is escaped
to be his interest is justice the contradiction is escaped by
be his interest is justice the contradiction is escaped by the
his interest is justice the contradiction is escaped by the unmeaning
interest is justice the contradiction is escaped by the unmeaning evasion
is justice the contradiction is escaped by the unmeaning evasion for
justice the contradiction is escaped by the unmeaning evasion for though
the contradiction is escaped by the unmeaning evasion for though his
contradiction is escaped by the unmeaning evasion for though his real
is escaped by the unmeaning evasion for though his real and
escaped by the unmeaning evasion for though his real and apparent
by the unmeaning evasion for though his real and apparent interests
the unmeaning evasion for though his real and apparent interests may
unmeaning evasion for though his real and apparent interests may differ
evasion for though his real and apparent interests may differ what
for though his real and apparent interests may differ what the
though his real and apparent interests may differ what the ruler
his real and apparent interests may differ what the ruler thinks
real and apparent interests may differ what the ruler thinks to
and apparent interests may differ what the ruler thinks to be
apparent interests may differ what the ruler thinks to be his
interests may differ what the ruler thinks to be his interest
may differ what the ruler thinks to be his interest will
differ what the ruler thinks to be his interest will always
what the ruler thinks to be his interest will always remain
the ruler thinks to be his interest will always remain what
ruler thinks to be his interest will always remain what he
thinks to be his interest will always remain what he thinks
to be his interest will always remain what he thinks to
be his interest will always remain what he thinks to be
his interest will always remain what he thinks to be his
interest will always remain what he thinks to be his interest
will always remain what he thinks to be his interest of
always remain what he thinks to be his interest of course
remain what he thinks to be his interest of course this
what he thinks to be his interest of course this was
he thinks to be his interest of course this was not
thinks to be his interest of course this was not the
to be his interest of course this was not the original
be his interest of course this was not the original assertion
his interest of course this was not the original assertion nor
interest of course this was not the original assertion nor is
of course this was not the original assertion nor is the
course this was not the original assertion nor is the new
this was not the original assertion nor is the new interpretation
was not the original assertion nor is the new interpretation accepted
not the original assertion nor is the new interpretation accepted by
the original assertion nor is the new interpretation accepted by thrasymachus
original assertion nor is the new interpretation accepted by thrasymachus himself
assertion nor is the new interpretation accepted by thrasymachus himself but
nor is the new interpretation accepted by thrasymachus himself but socrates
is the new interpretation accepted by thrasymachus himself but socrates is
the new interpretation accepted by thrasymachus himself but socrates is not
new interpretation accepted by thrasymachus himself but socrates is not disposed
interpretation accepted by thrasymachus himself but socrates is not disposed to
accepted by thrasymachus himself but socrates is not disposed to quarrel
by thrasymachus himself but socrates is not disposed to quarrel about
thrasymachus himself but socrates is not disposed to quarrel about words
himself but socrates is not disposed to quarrel about words if
but socrates is not disposed to quarrel about words if as
socrates is not disposed to quarrel about words if as he
is not disposed to quarrel about words if as he significantly
not disposed to quarrel about words if as he significantly insinuates
disposed to quarrel about words if as he significantly insinuates his
to quarrel about words if as he significantly insinuates his adversary
quarrel about words if as he significantly insinuates his adversary has
about words if as he significantly insinuates his adversary has changed
words if as he significantly insinuates his adversary has changed his
if as he significantly insinuates his adversary has changed his mind
as he significantly insinuates his adversary has changed his mind in
he significantly insinuates his adversary has changed his mind in what
significantly insinuates his adversary has changed his mind in what follows
insinuates his adversary has changed his mind in what follows thrasymachus
his adversary has changed his mind in what follows thrasymachus does
adversary has changed his mind in what follows thrasymachus does in
has changed his mind in what follows thrasymachus does in fact
changed his mind in what follows thrasymachus does in fact withdraw
his mind in what follows thrasymachus does in fact withdraw his
mind in what follows thrasymachus does in fact withdraw his admission
in what follows thrasymachus does in fact withdraw his admission that
what follows thrasymachus does in fact withdraw his admission that the
follows thrasymachus does in fact withdraw his admission that the ruler
thrasymachus does in fact withdraw his admission that the ruler may
does in fact withdraw his admission that the ruler may make
in fact withdraw his admission that the ruler may make a
fact withdraw his admission that the ruler may make a mistake
withdraw his admission that the ruler may make a mistake for
his admission that the ruler may make a mistake for he
admission that the ruler may make a mistake for he affirms
that the ruler may make a mistake for he affirms that
the ruler may make a mistake for he affirms that the
ruler may make a mistake for he affirms that the ruler
may make a mistake for he affirms that the ruler as
make a mistake for he affirms that the ruler as a
a mistake for he affirms that the ruler as a ruler
mistake for he affirms that the ruler as a ruler is
for he affirms that the ruler as a ruler is infallible
he affirms that the ruler as a ruler is infallible socrates
affirms that the ruler as a ruler is infallible socrates is
that the ruler as a ruler is infallible socrates is quite
the ruler as a ruler is infallible socrates is quite ready
ruler as a ruler is infallible socrates is quite ready to
as a ruler is infallible socrates is quite ready to accept
a ruler is infallible socrates is quite ready to accept the
ruler is infallible socrates is quite ready to accept the new
is infallible socrates is quite ready to accept the new position
infallible socrates is quite ready to accept the new position which
socrates is quite ready to accept the new position which he
is quite ready to accept the new position which he equally
quite ready to accept the new position which he equally turns
ready to accept the new position which he equally turns against
to accept the new position which he equally turns against thrasymachus
accept the new position which he equally turns against thrasymachus by
the new position which he equally turns against thrasymachus by the
new position which he equally turns against thrasymachus by the help
position which he equally turns against thrasymachus by the help of
which he equally turns against thrasymachus by the help of the
he equally turns against thrasymachus by the help of the analogy
equally turns against thrasymachus by the help of the analogy of
turns against thrasymachus by the help of the analogy of the
against thrasymachus by the help of the analogy of the arts
thrasymachus by the help of the analogy of the arts every
by the help of the analogy of the arts every art
the help of the analogy of the arts every art or
help of the analogy of the arts every art or science
of the analogy of the arts every art or science has
the analogy of the arts every art or science has an
analogy of the arts every art or science has an interest
of the arts every art or science has an interest but
the arts every art or science has an interest but this
arts every art or science has an interest but this interest
every art or science has an interest but this interest is
art or science has an interest but this interest is to
or science has an interest but this interest is to be
science has an interest but this interest is to be distinguished
has an interest but this interest is to be distinguished from
an interest but this interest is to be distinguished from the
interest but this interest is to be distinguished from the accidental
but this interest is to be distinguished from the accidental interest
this interest is to be distinguished from the accidental interest of
interest is to be distinguished from the accidental interest of the
is to be distinguished from the accidental interest of the artist
to be distinguished from the accidental interest of the artist and
be distinguished from the accidental interest of the artist and is
distinguished from the accidental interest of the artist and is only
from the accidental interest of the artist and is only concerned
the accidental interest of the artist and is only concerned with
accidental interest of the artist and is only concerned with the
interest of the artist and is only concerned with the good
of the artist and is only concerned with the good of
the artist and is only concerned with the good of the
artist and is only concerned with the good of the things
and is only concerned with the good of the things or
is only concerned with the good of the things or persons
only concerned with the good of the things or persons which
concerned with the good of the things or persons which come
with the good of the things or persons which come under
the good of the things or persons which come under the
good of the things or persons which come under the art
of the things or persons which come under the art and
the things or persons which come under the art and justice
things or persons which come under the art and justice has
or persons which come under the art and justice has an
persons which come under the art and justice has an interest
which come under the art and justice has an interest which
come under the art and justice has an interest which is
under the art and justice has an interest which is the
the art and justice has an interest which is the interest
art and justice has an interest which is the interest not
and justice has an interest which is the interest not of
justice has an interest which is the interest not of the
has an interest which is the interest not of the ruler
an interest which is the interest not of the ruler or
interest which is the interest not of the ruler or judge
which is the interest not of the ruler or judge but
is the interest not of the ruler or judge but of
the interest not of the ruler or judge but of those
interest not of the ruler or judge but of those who
not of the ruler or judge but of those who come
of the ruler or judge but of those who come under
the ruler or judge but of those who come under his
ruler or judge but of those who come under his sway
or judge but of those who come under his sway thrasymachus
judge but of those who come under his sway thrasymachus is
but of those who come under his sway thrasymachus is on
of those who come under his sway thrasymachus is on the
those who come under his sway thrasymachus is on the brink
who come under his sway thrasymachus is on the brink of
come under his sway thrasymachus is on the brink of the
under his sway thrasymachus is on the brink of the inevitable
his sway thrasymachus is on the brink of the inevitable conclusion
sway thrasymachus is on the brink of the inevitable conclusion when
thrasymachus is on the brink of the inevitable conclusion when he
is on the brink of the inevitable conclusion when he makes
on the brink of the inevitable conclusion when he makes a
the brink of the inevitable conclusion when he makes a bold
brink of the inevitable conclusion when he makes a bold diversion
of the inevitable conclusion when he makes a bold diversion tell
the inevitable conclusion when he makes a bold diversion tell me
inevitable conclusion when he makes a bold diversion tell me socrates
conclusion when he makes a bold diversion tell me socrates he
when he makes a bold diversion tell me socrates he says
he makes a bold diversion tell me socrates he says have
makes a bold diversion tell me socrates he says have you
a bold diversion tell me socrates he says have you a
bold diversion tell me socrates he says have you a nurse
diversion tell me socrates he says have you a nurse what
tell me socrates he says have you a nurse what a
me socrates he says have you a nurse what a question
socrates he says have you a nurse what a question why
he says have you a nurse what a question why do
says have you a nurse what a question why do you
have you a nurse what a question why do you ask
you a nurse what a question why do you ask because
a nurse what a question why do you ask because if
nurse what a question why do you ask because if you
what a question why do you ask because if you have
a question why do you ask because if you have she
question why do you ask because if you have she neglects
why do you ask because if you have she neglects you
do you ask because if you have she neglects you and
you ask because if you have she neglects you and lets
ask because if you have she neglects you and lets you
because if you have she neglects you and lets you go
if you have she neglects you and lets you go about
you have she neglects you and lets you go about drivelling
have she neglects you and lets you go about drivelling and
she neglects you and lets you go about drivelling and has
neglects you and lets you go about drivelling and has not
you and lets you go about drivelling and has not even
and lets you go about drivelling and has not even taught
lets you go about drivelling and has not even taught you
you go about drivelling and has not even taught you to
go about drivelling and has not even taught you to know
about drivelling and has not even taught you to know the
drivelling and has not even taught you to know the shepherd
and has not even taught you to know the shepherd from
has not even taught you to know the shepherd from the
not even taught you to know the shepherd from the sheep
even taught you to know the shepherd from the sheep for
taught you to know the shepherd from the sheep for you
you to know the shepherd from the sheep for you fancy
to know the shepherd from the sheep for you fancy that
know the shepherd from the sheep for you fancy that shepherds
the shepherd from the sheep for you fancy that shepherds and
shepherd from the sheep for you fancy that shepherds and rulers
from the sheep for you fancy that shepherds and rulers never
the sheep for you fancy that shepherds and rulers never think
sheep for you fancy that shepherds and rulers never think of
for you fancy that shepherds and rulers never think of their
you fancy that shepherds and rulers never think of their own
fancy that shepherds and rulers never think of their own interest
that shepherds and rulers never think of their own interest but
shepherds and rulers never think of their own interest but only
and rulers never think of their own interest but only of
rulers never think of their own interest but only of their
never think of their own interest but only of their sheep
think of their own interest but only of their sheep or
of their own interest but only of their sheep or subjects
their own interest but only of their sheep or subjects whereas
own interest but only of their sheep or subjects whereas the
interest but only of their sheep or subjects whereas the truth
but only of their sheep or subjects whereas the truth is
only of their sheep or subjects whereas the truth is that
of their sheep or subjects whereas the truth is that they
their sheep or subjects whereas the truth is that they fatten
sheep or subjects whereas the truth is that they fatten them
or subjects whereas the truth is that they fatten them for
subjects whereas the truth is that they fatten them for their
whereas the truth is that they fatten them for their use
the truth is that they fatten them for their use sheep
truth is that they fatten them for their use sheep and
is that they fatten them for their use sheep and subjects
that they fatten them for their use sheep and subjects alike
they fatten them for their use sheep and subjects alike and
fatten them for their use sheep and subjects alike and experience
them for their use sheep and subjects alike and experience proves
for their use sheep and subjects alike and experience proves that
their use sheep and subjects alike and experience proves that in
use sheep and subjects alike and experience proves that in every
sheep and subjects alike and experience proves that in every relation
and subjects alike and experience proves that in every relation of
subjects alike and experience proves that in every relation of life
alike and experience proves that in every relation of life the
and experience proves that in every relation of life the just
experience proves that in every relation of life the just man
proves that in every relation of life the just man is
that in every relation of life the just man is the
in every relation of life the just man is the loser
every relation of life the just man is the loser and
relation of life the just man is the loser and the
of life the just man is the loser and the unjust
life the just man is the loser and the unjust the
the just man is the loser and the unjust the gainer
just man is the loser and the unjust the gainer especially
man is the loser and the unjust the gainer especially where
is the loser and the unjust the gainer especially where injustice
the loser and the unjust the gainer especially where injustice is
loser and the unjust the gainer especially where injustice is on
and the unjust the gainer especially where injustice is on the
the unjust the gainer especially where injustice is on the grand
unjust the gainer especially where injustice is on the grand scale
the gainer especially where injustice is on the grand scale which
gainer especially where injustice is on the grand scale which is
especially where injustice is on the grand scale which is quite
where injustice is on the grand scale which is quite another
injustice is on the grand scale which is quite another thing
is on the grand scale which is quite another thing from
on the grand scale which is quite another thing from the
the grand scale which is quite another thing from the petty
grand scale which is quite another thing from the petty rogueries
scale which is quite another thing from the petty rogueries of
which is quite another thing from the petty rogueries of swindlers
is quite another thing from the petty rogueries of swindlers and
quite another thing from the petty rogueries of swindlers and burglars
another thing from the petty rogueries of swindlers and burglars and
thing from the petty rogueries of swindlers and burglars and robbers
from the petty rogueries of swindlers and burglars and robbers of
the petty rogueries of swindlers and burglars and robbers of temples
petty rogueries of swindlers and burglars and robbers of temples the
rogueries of swindlers and burglars and robbers of temples the language
of swindlers and burglars and robbers of temples the language of
swindlers and burglars and robbers of temples the language of men
and burglars and robbers of temples the language of men proves
burglars and robbers of temples the language of men proves this
and robbers of temples the language of men proves this our
robbers of temples the language of men proves this our gracious
of temples the language of men proves this our gracious and
temples the language of men proves this our gracious and blessed
the language of men proves this our gracious and blessed tyrant
language of men proves this our gracious and blessed tyrant and
of men proves this our gracious and blessed tyrant and the
men proves this our gracious and blessed tyrant and the like
proves this our gracious and blessed tyrant and the like all
this our gracious and blessed tyrant and the like all which
our gracious and blessed tyrant and the like all which tends
gracious and blessed tyrant and the like all which tends to
and blessed tyrant and the like all which tends to show
blessed tyrant and the like all which tends to show that
tyrant and the like all which tends to show that justice
and the like all which tends to show that justice is
the like all which tends to show that justice is the
like all which tends to show that justice is the interest
all which tends to show that justice is the interest of
which tends to show that justice is the interest of the
tends to show that justice is the interest of the stronger
to show that justice is the interest of the stronger and
show that justice is the interest of the stronger and that
that justice is the interest of the stronger and that injustice
justice is the interest of the stronger and that injustice is
is the interest of the stronger and that injustice is more
the interest of the stronger and that injustice is more profitable
interest of the stronger and that injustice is more profitable and
of the stronger and that injustice is more profitable and also
the stronger and that injustice is more profitable and also stronger
stronger and that injustice is more profitable and also stronger than
and that injustice is more profitable and also stronger than justice
that injustice is more profitable and also stronger than justice thrasymachus
injustice is more profitable and also stronger than justice thrasymachus who
is more profitable and also stronger than justice thrasymachus who is
more profitable and also stronger than justice thrasymachus who is better
profitable and also stronger than justice thrasymachus who is better at
and also stronger than justice thrasymachus who is better at a
also stronger than justice thrasymachus who is better at a speech
stronger than justice thrasymachus who is better at a speech than
than justice thrasymachus who is better at a speech than at
justice thrasymachus who is better at a speech than at a
thrasymachus who is better at a speech than at a close
who is better at a speech than at a close argument
is better at a speech than at a close argument having
better at a speech than at a close argument having deluged
at a speech than at a close argument having deluged the
a speech than at a close argument having deluged the company
speech than at a close argument having deluged the company with
than at a close argument having deluged the company with words
at a close argument having deluged the company with words has
a close argument having deluged the company with words has a
close argument having deluged the company with words has a mind
argument having deluged the company with words has a mind to
having deluged the company with words has a mind to escape
deluged the company with words has a mind to escape but
the company with words has a mind to escape but the
company with words has a mind to escape but the others
with words has a mind to escape but the others will
words has a mind to escape but the others will not
has a mind to escape but the others will not let
a mind to escape but the others will not let him
mind to escape but the others will not let him go
to escape but the others will not let him go and
escape but the others will not let him go and socrates
but the others will not let him go and socrates adds
the others will not let him go and socrates adds a
others will not let him go and socrates adds a humble
will not let him go and socrates adds a humble but
not let him go and socrates adds a humble but earnest
let him go and socrates adds a humble but earnest request
him go and socrates adds a humble but earnest request that
go and socrates adds a humble but earnest request that he
and socrates adds a humble but earnest request that he will
socrates adds a humble but earnest request that he will not
adds a humble but earnest request that he will not desert
a humble but earnest request that he will not desert them
humble but earnest request that he will not desert them at
but earnest request that he will not desert them at such
earnest request that he will not desert them at such a
request that he will not desert them at such a crisis
that he will not desert them at such a crisis of
he will not desert them at such a crisis of their
will not desert them at such a crisis of their fate
not desert them at such a crisis of their fate and
desert them at such a crisis of their fate and what
them at such a crisis of their fate and what can
at such a crisis of their fate and what can i
such a crisis of their fate and what can i do
a crisis of their fate and what can i do more
crisis of their fate and what can i do more for
of their fate and what can i do more for you
their fate and what can i do more for you he
fate and what can i do more for you he says
and what can i do more for you he says would
what can i do more for you he says would you
can i do more for you he says would you have
i do more for you he says would you have me
do more for you he says would you have me put
more for you he says would you have me put the
for you he says would you have me put the words
you he says would you have me put the words bodily
he says would you have me put the words bodily into
says would you have me put the words bodily into your
would you have me put the words bodily into your souls
you have me put the words bodily into your souls god
have me put the words bodily into your souls god forbid
me put the words bodily into your souls god forbid replies
put the words bodily into your souls god forbid replies socrates
the words bodily into your souls god forbid replies socrates but
words bodily into your souls god forbid replies socrates but we
bodily into your souls god forbid replies socrates but we want
into your souls god forbid replies socrates but we want you
your souls god forbid replies socrates but we want you to
souls god forbid replies socrates but we want you to be
god forbid replies socrates but we want you to be consistent
forbid replies socrates but we want you to be consistent in
replies socrates but we want you to be consistent in the
socrates but we want you to be consistent in the use
but we want you to be consistent in the use of
we want you to be consistent in the use of terms
want you to be consistent in the use of terms and
you to be consistent in the use of terms and not
to be consistent in the use of terms and not to
be consistent in the use of terms and not to employ
consistent in the use of terms and not to employ physician
in the use of terms and not to employ physician in
the use of terms and not to employ physician in an
use of terms and not to employ physician in an exact
of terms and not to employ physician in an exact sense
terms and not to employ physician in an exact sense and
and not to employ physician in an exact sense and then
not to employ physician in an exact sense and then again
to employ physician in an exact sense and then again shepherd
employ physician in an exact sense and then again shepherd or
physician in an exact sense and then again shepherd or ruler
in an exact sense and then again shepherd or ruler in
an exact sense and then again shepherd or ruler in an
exact sense and then again shepherd or ruler in an inexact
sense and then again shepherd or ruler in an inexact if
and then again shepherd or ruler in an inexact if the
then again shepherd or ruler in an inexact if the words
again shepherd or ruler in an inexact if the words are
shepherd or ruler in an inexact if the words are strictly
or ruler in an inexact if the words are strictly taken
ruler in an inexact if the words are strictly taken the
in an inexact if the words are strictly taken the ruler
an inexact if the words are strictly taken the ruler and
inexact if the words are strictly taken the ruler and the
if the words are strictly taken the ruler and the shepherd
the words are strictly taken the ruler and the shepherd look
words are strictly taken the ruler and the shepherd look only
are strictly taken the ruler and the shepherd look only to
strictly taken the ruler and the shepherd look only to the
taken the ruler and the shepherd look only to the good
the ruler and the shepherd look only to the good of
ruler and the shepherd look only to the good of their
and the shepherd look only to the good of their people
the shepherd look only to the good of their people or
shepherd look only to the good of their people or flocks
look only to the good of their people or flocks and
only to the good of their people or flocks and not
to the good of their people or flocks and not to
the good of their people or flocks and not to their
good of their people or flocks and not to their own
of their people or flocks and not to their own whereas
their people or flocks and not to their own whereas you
people or flocks and not to their own whereas you insist
or flocks and not to their own whereas you insist that
flocks and not to their own whereas you insist that rulers
and not to their own whereas you insist that rulers are
not to their own whereas you insist that rulers are solely
to their own whereas you insist that rulers are solely actuated
their own whereas you insist that rulers are solely actuated by
own whereas you insist that rulers are solely actuated by love
whereas you insist that rulers are solely actuated by love of
you insist that rulers are solely actuated by love of office
insist that rulers are solely actuated by love of office no
that rulers are solely actuated by love of office no doubt
rulers are solely actuated by love of office no doubt about
are solely actuated by love of office no doubt about it
solely actuated by love of office no doubt about it replies
actuated by love of office no doubt about it replies thrasymachus
by love of office no doubt about it replies thrasymachus then
love of office no doubt about it replies thrasymachus then why
of office no doubt about it replies thrasymachus then why are
office no doubt about it replies thrasymachus then why are they
no doubt about it replies thrasymachus then why are they paid
doubt about it replies thrasymachus then why are they paid is
about it replies thrasymachus then why are they paid is not
it replies thrasymachus then why are they paid is not the
replies thrasymachus then why are they paid is not the reason
thrasymachus then why are they paid is not the reason that
then why are they paid is not the reason that their
why are they paid is not the reason that their interest
are they paid is not the reason that their interest is
they paid is not the reason that their interest is not
paid is not the reason that their interest is not comprehended
is not the reason that their interest is not comprehended in
not the reason that their interest is not comprehended in their
the reason that their interest is not comprehended in their art
reason that their interest is not comprehended in their art and
that their interest is not comprehended in their art and is
their interest is not comprehended in their art and is therefore
interest is not comprehended in their art and is therefore the
is not comprehended in their art and is therefore the concern
not comprehended in their art and is therefore the concern of
comprehended in their art and is therefore the concern of another
in their art and is therefore the concern of another art
their art and is therefore the concern of another art the
art and is therefore the concern of another art the art
and is therefore the concern of another art the art of
is therefore the concern of another art the art of pay
therefore the concern of another art the art of pay which
the concern of another art the art of pay which is
concern of another art the art of pay which is common
of another art the art of pay which is common to
another art the art of pay which is common to the
art the art of pay which is common to the arts
the art of pay which is common to the arts in
art of pay which is common to the arts in general
of pay which is common to the arts in general and
pay which is common to the arts in general and therefore
which is common to the arts in general and therefore not
is common to the arts in general and therefore not identical
common to the arts in general and therefore not identical with
to the arts in general and therefore not identical with any
the arts in general and therefore not identical with any one
arts in general and therefore not identical with any one of
in general and therefore not identical with any one of them
